image_path,fertilizer_type,quantity_grams
realistic_plants/images/plant_0000.jpg,Phosphate,145.85762047127898
realistic_plants/images/plant_0001.jpg,DAP,186.72352075241184
realistic_plants/images/plant_0002.jpg,Potash,152.31938825704046
realistic_plants/images/plant_0003.jpg,DAP,208.12766441193207
realistic_plants/images/plant_0004.jpg,Urea,245.0544758520515
realistic_plants/images/plant_0005.jpg,Liquid_Fertilizer,57.75945368717916
realistic_plants/images/plant_0006.jpg,Liquid_Fertilizer,111.42881211488013
realistic_plants/images/plant_0007.jpg,Phosphate,89.15699472487486
realistic_plants/images/plant_0008.jpg,Urea,231.01441041877243
realistic_plants/images/plant_0009.jpg,Urea,101.556123082855
realistic_plants/images/plant_0010.jpg,Organic,152.55847719200952
realistic_plants/images/plant_0011.jpg,Potash,121.6323626652123
realistic_plants/images/plant_0012.jpg,Compost,65.41628423796723
realistic_plants/images/plant_0013.jpg,Organic,153.32428926885842
realistic_plants/images/plant_0014.jpg,NPK,227.09150156590354
realistic_plants/images/plant_0015.jpg,Potash,201.85812367222945
realistic_plants/images/plant_0016.jpg,Potash,126.79492949842466
realistic_plants/images/plant_0017.jpg,Urea,144.19975040306645
realistic_plants/images/plant_0018.jpg,Liquid_Fertilizer,92.02993933916733
realistic_plants/images/plant_0019.jpg,Compost,59.75336017494516
realistic_plants/images/plant_0020.jpg,DAP,214.10092817236387
realistic_plants/images/plant_0021.jpg,Liquid_Fertilizer,43.897990464730185
realistic_plants/images/plant_0022.jpg,Compost,70.84605373588425
realistic_plants/images/plant_0023.jpg,Potash,162.0757460615907
realistic_plants/images/plant_0024.jpg,Compost,146.00173033359187
realistic_plants/images/plant_0025.jpg,Compost,137.0124136627212
realistic_plants/images/plant_0026.jpg,NPK,196.19024289374562
realistic_plants/images/plant_0027.jpg,Organic,111.08656926226749
realistic_plants/images/plant_0028.jpg,Compost,122.9013742289119
realistic_plants/images/plant_0029.jpg,DAP,258.20159769121324
realistic_plants/images/plant_0030.jpg,Potash,177.2972243282002
realistic_plants/images/plant_0031.jpg,DAP,165.7686114656825
realistic_plants/images/plant_0032.jpg,Compost,135.888926729304
realistic_plants/images/plant_0033.jpg,DAP,159.7616203900368
realistic_plants/images/plant_0034.jpg,Compost,53.85616808814097
realistic_plants/images/plant_0035.jpg,NPK,218.7082422336136
realistic_plants/images/plant_0036.jpg,Potash,187.42086299148707
realistic_plants/images/plant_0037.jpg,Organic,173.3395923428768
realistic_plants/images/plant_0038.jpg,Potash,146.17277434200923
realistic_plants/images/plant_0039.jpg,DAP,207.50226498325674
realistic_plants/images/plant_0040.jpg,Urea,161.15305421204292
realistic_plants/images/plant_0041.jpg,Liquid_Fertilizer,60.073889899595216
realistic_plants/images/plant_0042.jpg,Potash,144.9448142616835
realistic_plants/images/plant_0043.jpg,Potash,113.80654796677348
realistic_plants/images/plant_0044.jpg,Liquid_Fertilizer,106.78737189325196
realistic_plants/images/plant_0045.jpg,Urea,248.35172702134003
realistic_plants/images/plant_0046.jpg,Phosphate,174.05988209669007
realistic_plants/images/plant_0047.jpg,Compost,61.34884718936495
realistic_plants/images/plant_0048.jpg,Liquid_Fertilizer,41.39922167449221
realistic_plants/images/plant_0049.jpg,Urea,145.1446683783872
realistic_plants/images/plant_0050.jpg,Compost,99.46016455380214
realistic_plants/images/plant_0051.jpg,Phosphate,161.08776986042628
realistic_plants/images/plant_0052.jpg,DAP,251.6976545135667
realistic_plants/images/plant_0053.jpg,Phosphate,181.59948886521607
realistic_plants/images/plant_0054.jpg,DAP,187.2292747425238
realistic_plants/images/plant_0055.jpg,NPK,163.9662430007787
realistic_plants/images/plant_0056.jpg,Liquid_Fertilizer,118.73534804340613
realistic_plants/images/plant_0057.jpg,Liquid_Fertilizer,46.98797143217401
